,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Cluster
3541,0.807,1963,0.631,['The Shadows'],0.667,104053,0.527,0,6aAZ09YT6pdLslny2SrLDv,0.0261,0,0.0911,-7.865,1,36-24-36,28,1963,0.0417,86.52,1
3542,0.763,1966,0.58,['Nancy Sinatra'],0.6609999999999999,183876,0.57,0,2gsRi0MuGDsDyvR9usz1pd,1.5e-05,11,0.552,-9.64,0,Day Tripper,35,1966-03,0.1369999999999999,145.879,0
3543,0.59,1999,0.112,['Eminem'],0.6809999999999999,257493,0.851,1,39KKZBAPkgKa4nqZBfkHJ5,0.0,4,0.351,-4.055,0,Still Don't Give A Fuck,50,1999-02-23,0.386,89.777,1
3544,0.838,2008,0.0244,['Jack Conte'],0.557,164671,0.78,0,1NLLlZo8RGTuejA1EvXARA,0.0116,4,0.136,-6.7010000000000005,0,Yeah Yeah Yeah (V2),42,2008,0.0513,149.018,1
3545,0.622,1924,0.996,['Francisco Canaro'],0.535,128667,0.279,0,5K6eShQXgL65FitgXDl7sp,0.949,6,0.357,-16.063,1,Madame Pompadour - Remasterizado,0,1924-07-11,0.0844,149.034,0
3546,0.7959999999999999,1941,0.8809999999999999,['Sonny Boy Williamson I'],0.7390000000000001,182805,0.16,0,0YA1fVHTMGkMV6HBPeIeK3,4.77e-06,0,0.0614,-15.873,1,Springtime Blues,0,1941,0.0854,81.07,0
3547,0.5670000000000001,1930,0.677,['Stan Kenton & His Orchestra'],0.5760000000000001,195320,0.618,0,2K6uy0SRpsAGN5mQ2B5psa,0.506,1,0.173,-8.89,0,Artistry in Bolero,0,1930,0.226,61.67,0
3548,0.962,2001,0.285,['La Arrolladora Banda El Limón De Rene Camacho'],0.765,226867,0.726,0,3Tg6vd7RNktpxZCqp3sQjA,6.39e-05,5,0.036,-3.341,1,Valió la Pena Equivocarme,52,2001-12-04,0.0282,102.089,1
3549,0.742,1925,0.995,['Ignacio Corsini'],0.5539999999999999,125107,0.0917,0,48uWNLgQTIuI2FKRDWrWus,0.862,6,0.107,-25.096,1,Resignación - Remasterizado,0,1925-04-25,0.105,115.904,0
3550,0.8420000000000001,2005,0.0586,['Michael Jackson'],0.8,203067,0.6990000000000001,0,36eWbpGbM3DxpErvZImHgD,0.000161,1,0.138,-7.181,1,Rock with You - Single Version,50,2005-07-19,0.0391,114.526,1
3551,0.3229999999999999,2001,0.7879999999999999,['Pepe Aguilar'],0.208,243113,0.358,0,6ezVa5KmCVNYVeIJ0at916,0.000467,9,0.214,-8.731,1,Enamorarse Así,48,2001-05-18,0.0337,176.80599999999995,0
3552,0.114,1945,0.948,"['Ernest Bloch', 'Yehudi Menuhin']",0.267,382747,0.232,0,5E89F3oHDyXzy9gE1qp0yx,0.224,7,0.453,-15.139,1,Baal Shem: Three Pictures of Chassidic Life: II. Nigun (Improvisation),11,1945,0.0438,90.371,2
3553,0.4970000000000001,1929,0.959,['Louis Armstrong'],0.5489999999999999,183467,0.308,0,4iWVckKLpNVsudGsYuh5t1,0.0163,4,0.114,-9.631,0,Lazy River,11,1929,0.0647,101.471,0
3554,0.455,1931,0.6709999999999999,['Эрих Мария Ремарк'],0.633,126200,0.21,1,636m60bg7tISibzapoxqGz,0.0,0,0.154,-18.296,1,Часть 26.3 - Обратный путь,0,1931,0.964,83.29299999999998,3
3555,0.219,1941,0.995,['Earl Hines'],0.606,189413,0.121,0,17Joj6FBeiNAk3gdnq8i12,0.805,9,0.0853,-17.463,0,Squeeze Me,0,1941,0.0391,92.645,2
3556,0.614,1977,0.4370000000000001,['Steely Dan'],0.75,456640,0.58,0,7Hx2EA4wGaxtsiZCVVLV1i,0.000472,0,0.105,-12.475,1,Deacon Blues,57,1977-01-01,0.0355,115.871,1
3557,0.8959999999999999,1948,0.961,['Suraiya'],0.574,185184,0.31,0,0w4wWi3vgG0BgIT6alOiDb,4.73e-06,8,0.104,-6.822,1,Mere Dil Mein Koi Na Aaye,0,1948-12-31,0.149,81.817,0
3558,0.8029999999999999,2016,0.0282,['Galantis'],0.6709999999999999,189127,0.916,0,0gb1J5UrTpzaU1s3nupgCd,0.00762,6,0.24,-4.013999999999999,0,No Money,70,2016-04-01,0.0397,126.01,1
3559,0.657,1930,0.995,['Λαϊκή Ορχήστρα Μιχάλη Φελουζή'],0.448,173627,0.403,0,7MOue4qNKbkYZ09gLu49Zi,0.628,7,0.366,-14.224,1,Σούστα Καστελοριζιακή,0,1930-01-01,0.0984,104.933,0
3560,0.899,1926,0.995,['Louis Armstrong & His Hot Five'],0.614,189333,0.196,0,0jiH6Bf3OOm36ubMWZ0Sr5,0.892,4,0.0526,-14.019,1,Jazz Lips,9,1926,0.4270000000000001,201.11900000000003,0
3561,0.399,1944,0.95,['Francisco Canaro'],0.601,179640,0.145,0,5BrU3eZFJrduM2AGy7JIPh,0.00336,2,0.125,-14.441,0,Naipe - Remasterizado,1,1944-01-22,0.0472,124.444,0
3562,0.556,1946,0.99,['Mohammed Rafi'],0.5429999999999999,202668,0.196,0,5nuDccB2cCLEO5TiTAB7JH,0.000189,3,0.295,-9.814,0,Pran Tyag Kar Tune Diwani,0,1946-12-31,0.0754,125.297,0
3563,0.547,1992,0.00139,['Jackyl'],0.612,231893,0.7759999999999999,1,1xMrIIpafoup0Lb4x1sK2l,0.219,11,0.178,-8.684,0,She Loves My Cock,34,1992-01-01,0.0349,138.577,4
3564,0.73,1994,0.644,['New Grass Revival'],0.652,160933,0.8440000000000001,0,0EoZG0iXT9gLkQGlwReFbM,0.0,4,0.13,-6.252000000000002,1,Callin' Baton Rouge,42,1994-01-01,0.0373,105.021,1
3565,0.206,1945,0.892,"['Wolfgang Amadeus Mozart', 'Yehudi Menuhin']",0.208,270107,0.245,0,3Fnrwtcm3j8EoI69HlT2xa,0.0442,2,0.149,-19.683,1,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio",0,1945,0.0498,84.04899999999998,2
3566,0.211,1963,0.933,['紫薇'],0.381,215867,0.186,0,5AP11dATmscqmmr78nWKwt,0.00136,10,0.195,-11.745,1,碎心花,25,1963-02-19,0.0288,87.994,2
3567,0.591,2018,0.0152,['KB'],0.6759999999999999,222652,0.815,0,2B8OrKU8suMxTx2PcuuSIG,4.41e-06,1,0.107,-3.427,1,No Chains,61,2018-04-18,0.278,162.054,1
3568,0.344,2019,0.178,"['Offset', 'Travis Scott', '21 Savage']",0.8440000000000001,244941,0.513,1,7pMRoGLEJuFM2wl5pt0R99,0.0,1,0.0845,-8.769,1,Legacy (feat. Travis Scott & 21 Savage),66,2019-02-22,0.335,128.085,1
3569,0.303,2008,0.261,"['E-40', 'Too $hort']",0.7809999999999999,202360,0.493,1,1yTsbvGdEpo4vy3Vw9FV9T,0.0,2,0.7879999999999999,-5.745,1,Sliding Down the Pole (feat. Too Short),42,2008-11-24,0.186,97.924,4
3570,0.526,2017,0.355,['Ed Sheeran'],0.7609999999999999,238440,0.386,0,51ChrwmUPDJvedPQnIU8Ls,0.0,4,0.0953,-6.158,1,Dive,75,2017-03-03,0.0399,134.94299999999998,1
3571,0.7240000000000001,2008,0.0213,"['Swishahouse', 'Michael Watts']",0.7340000000000001,321933,0.5479999999999999,1,1wSLX9nWj4EsvWwv4275HR,0.0,11,0.512,-9.682,1,International Players Anthem,42,2008,0.386,128.289,1
3572,0.605,2003,0.0923,['Jessica Simpson'],0.5529999999999999,191827,0.7559999999999999,0,7pNJ1T9TGbVbNHKaLhhPri,0.0,0,0.215,-4.583,1,With You,58,2003,0.108,94.487,1
3573,0.448,1986,0.121,['They Might Be Giants'],0.713,171467,0.63,0,5LzGLJafLOuAKaG6EIMx9i,0.0019,4,0.0697,-13.324000000000002,1,Youth Culture Killed My Dog,21,1986-11-04,0.0797,149.018,1
3574,0.5820000000000001,1999,0.3720000000000001,"['Mos Def', 'Vinia Mojica']",0.391,242000,0.5660000000000001,1,3JYWgJmBOlDym3iCp1hWpy,0.0005059999999999,8,0.122,-10.106,0,Climb,38,1999-10-12,0.182,86.91,1
3575,0.816,1977,0.00152,['Ted Nugent'],0.457,168667,0.967,0,1cTv334fPuMrOq8HUmbvlg,0.00312,0,0.617,-5.158,1,Fist Fightin' Son of a Gun,25,1977-04-12,0.0405,157.262,4
3576,0.5329999999999999,1975,0.914,['Silvio Rodríguez'],0.502,166832,0.235,0,5pFNEptemiCskfBVEjsx8j,0.187,9,0.0996,-17.049,0,Pequeña Serenata Diurna,51,1975-01-01,0.0396,142.088,0
3577,0.127,1997,0.971,"['Ludwig van Beethoven', 'Nicolaus Esterhazy Sinfonia', 'Béla Drahos']",0.307,571040,0.125,0,1QpRXlxVHzfeLuJZt3clWf,0.8220000000000001,2,0.123,-19.083,1,"Symphony No. 7 in A Major, Op. 92: III. Presto",42,1997-03-18,0.0469,92.901,2
3578,0.255,1953,0.885,"['Richard Strauss', 'Arturo Toscanini']",0.325,119000,0.0244,0,1JfOcjDfWMdhJhQVTY5zc8,0.0366,0,0.14,-25.104,0,"Don Quixote, Op. 35 - Fantastic Variations on a Theme of Knightly Character: Variation IV (The Adventure with the Penitents)",0,1953,0.0361,138.264,2
3579,0.227,2008,0.000659,['Staind'],0.537,257307,0.736,1,098lPAWl2OmsCx64TXH5OQ,0.00281,10,0.15,-4.721,0,Believe,45,2008-08-19,0.0284,113.933,4
3580,0.28,1942,0.982,['Giorgio Consolini'],0.418,192313,0.0976,0,54dO3shy2QKo86Y2Uz4d9m,0.61,5,0.43,-18.1,0,Rocce Rosse,3,1942-11-23,0.0415,111.414,2
3581,0.302,1968,0.8370000000000001,['Steppenwolf'],0.464,224200,0.149,0,158um5dPqO0tbJ5bX46uTC,0.0,2,0.115,-16.387,1,Spiritual Fantasy,22,1968-10-01,0.0277,92.115,2
3582,0.586,2015,0.00564,['Carly Rae Jepsen'],0.62,204764,0.805,0,2hHLbkatPwOOmrNxTiD41L,9.15e-05,5,0.285,-5.537999999999999,1,I Really Like You,67,2015,0.0417,122.062,4
3583,0.142,1954,0.938,['Judy Garland'],0.373,156893,0.171,0,30gsRIBbib3Mxnzso9lxd4,0.7609999999999999,3,0.11,-19.102,1,Norman At Home/Gotta Have Me Go With You - Previously Unreleased Version,5,1954,0.0352,62.02,2
3584,0.703,2014,0.00103,"['Rowan Blanchard', 'Sabrina Carpenter']",0.638,192640,0.713,0,5lz0NiPw32Gq4kMIUJvuw2,0.000241,5,0.0466,-6.475,1,"Take On the World - Theme Song From ""Girl Meets World""",59,2014-01-01,0.0388,115.967,1
3585,0.91,1946,0.956,['Bill Monroe'],0.633,166627,0.394,0,16H85bbD8qPwQCoofY76Kw,0.0445,0,0.218,-13.985,1,Toy Heart,13,1946,0.0333,127.971,0
3586,0.038,1986,0.7659999999999999,"['Claude Debussy', 'Isao Tomita']",0.0942,351533,0.0206,0,7cwPQGHgob1v9pek8WnQRx,0.838,1,0.0851,-30.4,1,"Clair de Lune, No. 3",38,1986-11-18,0.0413,83.671,2
3587,0.519,1988,0.000972,['Vinnie Vincent Invasion'],0.445,283893,0.887,0,6NE7XZ0uGYY2NTWsutEMgH,0.0625,2,0.155,-5.742999999999999,0,That Time Of Year - Remastered,38,1988,0.0409,117.504,4
3588,0.556,1958,0.8859999999999999,['La Sonora Matancera'],0.476,179800,0.22,0,32cDb12zgx03LCCaxxxKS7,5.34e-05,11,0.0734,-11.423,0,Recuerdos De Navidad,16,1958-01-01,0.141,199.213,0
3589,0.968,1998,0.652,['El Coyote Y Su Banda Tierra Santa'],0.716,184000,0.399,0,1zB07mvVBh27tfLKyy3GMF,2.27e-06,3,0.121,-10.277,1,La Pista Enterrada,39,1998-01-01,0.0345,105.102,1
3590,0.44,1952,0.194,['Эрнест Хемингуэй'],0.615,98912,0.34,1,06EQI1XLD57IVzsZcwFUjT,0.0,2,0.319,-14.924,0,Часть 1.3 & Часть 2.1 - Старик и море,0,1952,0.939,185.987,3
3591,0.605,2002,0.908,['Elizabeth Mitchell'],0.477,168827,0.179,0,10CsMKlayFJOj4Lai9tAvm,0.000458,8,0.213,-17.070999999999998,1,You Are My Sunshine (Version 1),58,2002-01-01,0.0356,172.046,0
3592,0.467,1944,0.99,"['Dick Haymes', 'Jimmy Dorsey & His Orchestra']",0.3229999999999999,175043,0.428,0,7kSy9yCRCPVuYsROHw14I4,0.947,4,0.37,-13.839,1,How Many Times Do I Have to Tell You?,0,1944-12-12,0.0681,117.794,2
3593,0.433,1963,0.745,['Jim Reeves'],0.514,142347,0.197,0,0ryXyumxq76inPfvRb1aBR,0.0121,7,0.2,-15.284,1,Waltzing on Top of the World,39,1963-12-17,0.0275,96.73,0
3594,0.194,1992,0.349,['Kenny G'],0.457,373707,0.199,0,5JONq6R4cemgEdS32CtG2q,0.337,5,0.116,-17.81,0,Sister Rose,36,1992,0.0331,78.372,2
3595,0.962,1928,0.993,"['Francisco Canaro', 'Charlo']",0.748,160000,0.228,0,3AEVphKhJpelOKpd7lRZt9,0.905,7,0.116,-17.222,1,La Refalosa - Instrumental (Remasterizado),0,1928-09-21,0.253,116.49,0
3596,0.76,1964,0.505,['Jerry Lee Lewis'],0.285,104000,0.901,0,6ARRsYdwgQb9igmmjSHDrA,0.000262,0,0.565,-7.3210000000000015,1,"Great Balls Of Fire - Live At The Star-Club, Hamburg, Germany/1964",22,1964,0.16,175.28900000000004,4
3597,0.57,1977,0.405,['Fleetwood Mac'],0.872,261547,0.316,0,23hieFLBMATmL2HseI2nBL,0.0126,0,0.0849,-14.415,1,"Dreams - Sessions, Roughs & Outtakes; 2004 Remaster",50,1977-02-04,0.0436,119.528,1
3598,0.263,2000,0.5429999999999999,['Mark Wills'],0.597,220507,0.395,0,1Pan5O8gzMZwHHAysOFBJb,0.0,9,0.0955,-9.177,1,Almost Doesn't Count,36,2000-01-01,0.0282,135.112,0
3599,0.362,1954,0.925,['Lata Mangeshkar'],0.489,212010,0.275,0,0PTVDK8S5uo1rKS1UnR65V,0.00136,1,0.108,-10.915,1,Kaise Bhaye Sakhi Rut Sawan Ki,0,1954-12-01,0.038,107.178,0
3600,0.967,1938,0.968,['Francisco Canaro'],0.754,168693,0.578,0,5NNDR7dPEyds5VvR06CQvt,0.939,7,0.207,-8.171,1,Milongón - Instrumental (Remasterizado),0,1938-01-24,0.0487,104.543,0
3601,0.718,1934,0.995,"['Francisco Canaro', 'Ernesto Fama']",0.7190000000000001,186000,0.1369999999999999,0,1rfQvpCpca23sq8q6K05l5,0.00122,5,0.174,-19.664,0,El Tango de la Mula - Remasterizado,0,1934-01-10,0.568,126.394,3
3602,0.838,1965,0.312,"[""Booker T. & the M.G.'s""]",0.672,158707,0.505,0,586m0qAOen5n57QwZ8HBv2,0.463,5,0.0873,-11.678,1,Aw' Mercy,21,1965,0.0318,123.462,1
3603,0.0752,1959,0.989,['Thelonious Monk'],0.501,240147,0.0798,0,4K1qvlGACoRLYI2ZEJBkTD,0.91,4,0.0791,-18.078,1,"Ruby, My Dear",13,1959,0.0494,75.9,2
3604,0.883,1924,0.996,['George Olsen'],0.753,201253,0.316,0,4vLc0mWLQ8S8T6XR5Us97h,0.861,4,0.092,-13.68,0,Those Panama Mamas - Are Ruining me,0,1924-01-01,0.047,105.504,0
3605,0.338,1960,0.958,['Sam Cooke'],0.438,132867,0.181,0,1nBZxAJWsXPrHkwp3vtVhF,0.00627,10,0.0987,-14.155,1,Too Young,16,1960-08,0.0345,102.892,0
3606,0.624,2019,0.363,"['Omar Apollo', 'Dominic Fike', 'Kenny Beats']",0.773,160000,0.62,1,0Lhy1sDDdtUFY2pyq2ZVi9,2.37e-06,9,0.175,-5.252000000000002,1,Hit Me Up,66,2019-11-05,0.103,84.975,1
3607,0.125,1995,0.452,['Jennifer Rush'],0.521,268200,0.654,0,18DfMhEx4ddoreHrvZDF6Q,6.12e-05,8,0.0984,-6.992999999999999,1,The Power of Love,63,1995-07-24,0.0401,139.071,4
3608,0.57,2019,0.00485,"['Megan Thee Stallion', 'Ty Dolla $ign', 'Nicki Minaj']",0.872,199427,0.8140000000000001,1,5N1o6d8zGcSZSeMFkOUQOk,1.96e-06,0,0.214,-4.5680000000000005,1,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),74,2019-08-09,0.155,98.985,1
3609,0.618,1940,0.996,['Bina Chowdhury'],0.384,189840,0.0249,0,3ItR1bBbXBgpueA9aPkjXF,0.812,9,0.0732,-20.509,1,Bhenge Mor Gharer Chabi,0,1940-12-01,0.0418,69.858,2
3610,0.0619,1989,0.706,['Michael W. Smith'],0.405,94627,0.0129,0,2Upgrr1aaApScrcNbYWjG1,0.049,10,0.184,-29.04300000000001,1,Silent Night,25,1989,0.0455,121.973,2
3611,0.239,2017,0.376,"['Jhené Aiko', 'Big Sean']",0.478,178920,0.643,0,2nvmHk4JnsZ94mygliLsou,1.25e-05,1,0.179,-7.62,0,Moments,57,2017-09-22,0.215,117.299,4
3612,0.779,2003,0.00967,['No Doubt'],0.58,271280,0.8759999999999999,0,0lLjwGf9kKdfPNgluTI2A4,1.83e-05,4,0.103,-2.713,1,Sunday Morning,38,2003-01-01,0.0356,157.091,1
3613,0.718,1980,0.28,['Bob Seger'],0.674,333720,0.7709999999999999,0,1SWmFiFSIBoDbQJjNKC7SR,0.0318,7,0.133,-5.612,1,Against The Wind,64,1980-02-25,0.0246,109.618,1
3614,0.318,1958,0.966,['Johnny Hodges & His Orchestra'],0.352,212813,0.0655,0,1UjcfBPJt8mMvJ5QyfaWuq,0.655,8,0.0783,-17.698,0,Didn't Know About You,43,1958-01-01,0.0393,184.098,2
3615,0.263,2006,0.302,['Brand New'],0.657,318267,0.733,0,72ccSGl5YcEWm0vhtVpi25,0.158,11,0.254,-5.395,0,Jesus Christ,58,2006-01-01,0.0264,88.49600000000002,4
3616,0.8220000000000001,1977,0.255,"['John Williams', 'London Symphony Orchestra']",0.6990000000000001,164307,0.419,0,5ZSAdkQb23NPIcUGt6exdm,0.0239,0,0.0471,-15.133,1,Cantina Band,54,1977-01-01,0.134,131.629,1
3617,0.383,1936,0.591,"['Dale Carnegie', 'Till Hagen', 'Stefan Kaminski']",0.746,87147,0.328,0,050LIklayiTlrhxopaW8x5,3.65e-06,1,0.126,-13.308,1,"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 4",22,1936,0.954,73.516,3
3618,0.5429999999999999,1945,0.947,"['Woody Herman And His Woodchoppers', 'Red Norvo']",0.7190000000000001,160733,0.269,0,2EYUbbgocZZJXfL4ZbZKQP,0.352,10,0.0702,-15.674,1,Igor - 78rpm Version,2,1945,0.068,118.442,0
3619,0.285,1935,0.613,"['Sinclair Lewis', 'Frank Arnold']",0.629,295668,0.247,0,18lbTTbeIMo3T97PRix6SB,0.0,9,0.129,-18.099,1,"Das ist bei uns nicht möglich, Kapitel 100",0,1935,0.966,164.47799999999995,3
3620,0.861,1982,0.0114,['Missing Persons'],0.6509999999999999,204093,0.895,0,0eUSbWyRJ4bZLgNzBFYaD8,0.000133,0,0.0857,-10.824000000000002,1,Noticeable One,27,1982,0.0312,129.63299999999998,1
3621,0.695,2002,0.616,['Wilco'],0.7559999999999999,231000,0.28,0,4wd09wCccmxUB7XVJp0RNn,0.00033,5,0.414,-14.27,1,"Jesus, Etc.",66,2002-04-16,0.0296,109.413,0
3622,0.938,1944,0.995,['Shobha'],0.789,166952,0.268,0,5SKYtDtmLWRD69TTaYdzTF,0.923,9,0.355,-10.439,1,Main Rani Hoon Rani,0,1944-12-31,0.25,75.38600000000002,0
3623,0.0745,1986,0.353,['Will Ackerman'],0.273,452893,0.125,0,03irhcoVYNlyhGZDnwmDqV,0.84,6,0.0894,-19.126,1,Conferring With The Moon,25,1986,0.0396,121.443,2
3624,0.7020000000000001,2010,0.026,['Reba McEntire'],0.603,215387,0.8590000000000001,0,6A2hvKTF2FShj0Yma7CP8N,0.0,11,0.224,-3.772,1,Turn On The Radio,47,2010-01-01,0.0416,123.072,1
3625,0.37,1988,0.916,['Larry Groce'],0.29,195973,0.0751,0,777h4XZkWccUOV8h1NNqy9,0.00866,4,0.0924,-22.336,1,Mountain Lullaby,33,1988-01-01,0.0337,180.166,0
3626,0.221,2011,0.155,"['Tyler, The Creator']",0.556,438333,0.679,1,31LqHjk6Ya9sH4jJPBrTgu,0.0927,1,0.269,-8.015,1,Radicals,46,2011-05-09,0.4970000000000001,74.062,3
3627,0.6809999999999999,1956,0.675,"['Miles Davis', 'Milt Jackson']",0.555,532560,0.38,0,7JiMkBZVm5FTSVh6eMVlQ6,0.0,5,0.0962,-15.168,1,Dr. Jackle,9,1956,0.039,102.035,0
3628,0.883,1963,0.486,['The Essex'],0.7959999999999999,126040,0.475,0,2C5p7j2gw7Jr2VAZDiNP4u,1.52e-06,4,0.195,-11.216,1,Easier Said Than Done,20,1963-01-15,0.0435,136.459,1
3629,0.935,1951,0.799,['Dean Martin'],0.718,128227,0.283,0,0VEu9WixScy7tAe5nvPQRv,0.0,2,0.293,-8.335,1,Luna Mezzo Mare,40,1951,0.0779,120.795,0
3630,0.5710000000000001,1968,0.411,['Dave Grusin'],0.547,145587,0.283,0,1kWFeWUvoimZ5X3164yvJt,0.0,2,0.7440000000000001,-12.005999999999998,0,The Folks,27,1968-01-21,0.0259,96.552,0
3631,0.746,1998,0.125,['Jimmy Dawkins'],0.5,239267,0.638,0,512gC8sU5PxZAFrskHEfzk,0.0285,2,0.199,-7.262,1,Little Angel Child,51,1998-01-01,0.0461,122.621,1
3632,0.7490000000000001,2001,0.244,"['Eve', 'Drag-On']",0.731,232027,0.7809999999999999,1,7qzgIi9e4yrLnzp67MFqNv,0.0,5,0.253,-5.5360000000000005,1,Got What You Need,57,2001-01-01,0.268,99.588,1
3633,0.475,1935,0.757,"['Sinclair Lewis', 'Frank Arnold']",0.72,184465,0.17,0,65ZBirLYnjL6pl44egyLjL,0.0,4,0.313,-17.04,1,"Das ist bei uns nicht möglich, Kapitel 36",0,1935,0.95,114.178,3
3634,0.863,1951,0.98,['Oscar Levant'],0.489,62800,0.181,0,341mPnLYQtRrtU23H2vntj,0.956,8,0.127,-19.629,0,Third Prelude - Outtake,2,1951-11-11,0.044,115.405,0
3635,0.249,1999,0.3670000000000001,['Shania Twain'],0.552,199200,0.575,0,3E714D9pZURRdgJ6iGhc8E,0.0,9,0.236,-7.322999999999999,1,You've Got A Way,52,1999-11-09,0.0307,134.165,4
3636,0.672,1977,0.00364,['Foghat'],0.361,331533,0.8540000000000001,0,1wzhtUHYMgT88eSZSxHAlC,0.0106,9,0.966,-10.598,1,Fool for the City - Live Version,20,1977,0.0397,137.529,4
3637,0.8140000000000001,1976,0.325,['KISS'],0.509,220307,0.893,0,6cdIIF1yVfuzJsMm4hZTnn,2.36e-06,1,0.154,-6.831,0,Baby Driver,29,1976-11-11,0.0703,126.583,1
3638,0.7609999999999999,1996,0.0663,['The Cure'],0.602,209733,0.945,0,3OxKJOPa1AqFkZGBB2HUlW,0.0,2,0.386,-3.293,1,Mint Car,39,1996-05-06,0.0623,143.844,4
3639,0.649,1976,0.274,['Parliament'],0.606,346067,0.55,0,1p3E6y2NN9I8vWXeUlKAe6,0.000206,7,0.0854,-16.9,1,Dr. Funkenstein,35,1976-09-29,0.513,167.393,1
3640,0.575,1994,0.00229,['The Offspring'],0.302,197600,0.8320000000000001,0,0w2LsbjiI6W0GWmSP4iGiy,0.0,5,0.4320000000000001,-7.596,0,Something to Believe In,44,1994-04-08,0.0579,158.938,4
3641,0.34,1974,0.6990000000000001,['Mickey Gilley'],0.6659999999999999,214924,0.42,0,3Fa7jdzVHdykpioJP1Qw7Z,0.0511,4,0.142,-12.28,1,Stand By Me - Single Version,51,1974,0.0255,90.794,0
3642,0.754,2019,0.016,"['Jack Harlow', 'Bryson Tiller']",0.88,128409,0.58,1,1AgSUWSzmza5jF6ER5R68v,3.83e-06,5,0.0936,-5.032,0,THRU THE NIGHT (feat. Bryson Tiller),71,2019-09-20,0.0438,124.003,1
3643,0.957,1931,0.983,"['Jack Payne', 'His BBC Dance Orchestra']",0.511,160653,0.219,0,7IolSo476tftqncM2Hn0rZ,0.0654,0,0.104,-20.596,1,The Moochi,0,1931,0.0697,204.211,0
3644,0.56,2019,0.0946,['Black Pumas'],0.391,246587,0.6920000000000001,0,6vaSStNN5NX4nJ4QbRY3S0,1.58e-05,1,0.191,-6.5429999999999975,0,Colors,58,2019-06-21,0.0462,180.00799999999995,4
3645,0.478,1976,0.994,['Joe Pass'],0.54,211933,0.0207,0,1tsW70GHjOTJxjhyIjU9Dj,0.929,0,0.106,-27.606,0,Giant Steps,25,1976,0.0702,78.917,2
3646,0.129,2015,0.000643,['PierGaspare LaMarca'],0.6920000000000001,192187,0.662,0,2Ec23ZBFOvqsI3eXe3mD4Q,0.653,7,0.0668,-7.655,1,Sunshine - Radio Mix,0,2015-02-03,0.0353,127.989,4
3647,0.66,2015,0.0488,['Nick Jonas'],0.4320000000000001,167693,0.6559999999999999,0,6pf9datdAtxQj4EU8UYHSx,0.0,5,0.256,-4.669,0,Levels,57,2015-11-20,0.428,199.246,4
3648,0.493,1962,0.931,['Woody Guthrie'],0.386,181200,0.19,0,12euAarzJu9QylkmIbI7RI,0.00284,1,0.104,-14.380999999999998,1,Brown Eyes,10,1962,0.0304,177.40200000000004,0
3649,0.7859999999999999,2002,0.364,"['Jennifer Lopez', 'Ja Rule', 'Cadillac Tah']",0.7809999999999999,229800,0.746,0,5ahFyKndeg1hqfmNumL3WF,0.0,8,0.098,-2.6860000000000004,1,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,58,2002-02-05,0.17,89.43,1
3650,0.6579999999999999,1945,0.889,['Veronica Gonzalez Day'],0.524,126055,0.297,0,4Mdu1fUfecPIewTbc5o318,1.15e-05,9,0.456,-9.461,1,Me voy o no me voy,0,1945,0.0573,149.752,0
3651,0.209,2009,0.0113,['Creed'],0.249,294720,0.914,0,5NnYhHDo5BxDkAXEerswYD,9.55e-06,2,0.318,-3.434,1,A Thousand Faces,49,2009-01-01,0.0599,150.05200000000005,4
3652,0.942,2007,0.295,['Los Razos De Sacramento Y Reynaldo'],0.5660000000000001,178320,0.6940000000000001,1,6iDAFC5wui01sNvSqSchQt,0.0,10,0.122,-5.12,1,Culero y Cabrón,43,2007-03-20,0.0441,118.303,1
3653,0.16,1965,0.906,['Andy Williams'],0.257,159560,0.193,0,41ww5rXThzP6sjHZmz9Tjt,0.00433,8,0.108,-16.665,0,It Had to Be You,31,1965-07-22,0.0314,79.956,2
3654,0.0493,1978,0.978,['Kate Smith'],0.249,206427,0.0943,0,1TTT48k5TqNo0SO1foRlU7,0.00107,10,0.104,-17.396,1,I'll Be Seeing You,26,1978,0.0375,136.86700000000002,2
3655,0.182,2014,0.395,['blackbear'],0.574,215851,0.456,1,5zI6ueoYshDD99aCEs66QG,0.0,2,0.161,-9.435,0,valley girls,53,2014-04-20,0.0865,149.945,4
3656,0.932,1984,0.165,['R.E.M.'],0.494,273107,0.799,0,43V6FVwwmOmIePinSLyjsK,1.91e-05,4,0.25,-6.778,1,(Don't Go Back To) Rockville,33,1984-05-11,0.0293,151.579,1
3657,0.301,1951,0.97,"['Giuseppe Verdi', 'Salvatore Cammarano', 'Mario Rossi', 'Orchestra Sinfonica di Roma della RAI']",0.38,169707,0.163,0,11HOhO11iyODjhqztr1Fvg,6.66e-06,8,0.329,-20.978,1,"Verdi : Luisa Miller : Act 2 ""Egli delira; sul mattin degli anni"" [Walter, Wurm]",0,1951,0.18,101.264,2
3658,0.332,1997,0.742,['David Bowie'],0.456,226667,0.328,0,6kEyuKmF4kZylB5LcuRd8Y,5.39e-06,0,0.162,-16.131,1,Space Oddity,48,1997-06-09,0.0603,80.808,0
